"f","e","d","tau_q","tau_s","v_s","u0"
1.0752762,0.9947089,400.4164,3.104084,786.7536,0.9040045,1.55477170430896
0.5103057,1.0060472,394.4293,4.65308,447.1949,0.9666716,1.36287630469215
1.3381046,1.0051459,239.2183,3.541609,328.8102,0.927999,1.52963215775572
1.0961109,1.009522,534.6973,5.06684,736.9405,0.8100224,1.56421323311404
1.487777,0.9979223,355.0537,8.525262,338.7942,0.7715767,1.5820680483449
0.9677911,0.9953301,244.1265,7.326643,588.1542,0.8344204,1.39473806331364
1.3837354,1.0096075,360.6077,3.237498,288.5889,0.8284048,1.55270994259183
1.0330193,1.0003327,405.7219,3.625054,769.5526,0.8004653,1.46765181758549
0.7539685,1.0042436,309.7863,3.78833,814.0733,0.981348,1.49602442833998
1.2897007,0.9926954,477.3197,6.856068,607.1475,0.9527156,1.65568165759865
1.3147561,0.998887,452.1339,3.184259,223.3175,0.9886179,1.64824914440742
0.7947314,0.9993332,449.258,3.153492,634.5172,0.7679521,1.28879508861465
0.5354185,0.9965817,362.0127,4.945762,988.105,0.7727436,1.1608144689991
1.2834129,0.99168,356.8451,8.929659,620.5679,0.9961213,1.64897385595849
0.6537107,0.9938883,235.0912,7.180746,751.9529,0.9650795,1.4234056489791
0.5207089,0.9974802,243.4628,6.29258,687.1493,0.7853773,1.15682580996842
1.205495,0.9906583,402.7744,3.290725,828.2175,0.9237868,1.60491310188485
0.5241914,1.0024345,250.327,4.334863,992.5573,0.7776685,1.12813087017062
1.3120415,0.9927616,431.0517,7.951927,863.7845,0.8187901,1.60405409230494
0.9563366,1.0042278,320.9074,6.810756,224.059,0.9237688,1.45441343337068
1.4254232,1.0013278,348.0932,5.544082,641.6665,0.8387538,1.58929104983937
0.5407398,1.0070575,515.7278,3.454207,503.6811,0.7705055,1.1124510475769
1.2318553,1.0063663,362.2358,5.485319,315.0978,0.7253294,1.47743787771959
0.8949094,1.0017557,403.3483,9.004675,776.7915,0.8047984,1.45145662499593
0.5645532,1.0040086,420.8477,8.351094,652.1752,0.7497353,1.19111950979703
1.0809751,0.9965406,481.642,3.309244,810.414,0.9688424,1.62957668254058
0.6422066,0.9982799,329.4931,7.735449,510.5752,0.980181,1.42035100486747
0.8233422,0.996602,374.7561,7.477115,618.3978,0.9109635,1.4615680635162
1.2374633,1.0077718,531.5797,5.728741,664.1398,0.8072809,1.60579434343463
1.4625123,1.000231,361.7637,9.801401,330.6358,0.9901729,1.66023328702942
1.1661032,0.9903108,221.653,9.114167,244.0597,0.8877102,1.44422135975363
1.2736062,0.9939434,213.5719,7.646071,797.6115,0.7378265,1.41015578858755
1.3003041,0.9911378,379.8725,6.677471,323.0257,0.989611,1.63491238558875
1.4168609,1.0015205,211.2361,7.246419,448.1883,0.9160713,1.54215740161528
0.8891187,1.0008482,377.6591,5.427839,317.4389,0.928693,1.46535284945262
1.2423321,1.0089577,230.0522,9.675853,484.5783,0.8539482,1.49328608137654
1.1628493,1.0063089,379.935,4.671539,262.2681,0.9249314,1.56283541922249
0.9090896,1.0068257,536.7372,7.09151,467.7652,0.8469037,1.49936419147365
1.2498466,1.0030086,481.7291,5.600579,215.8975,0.9936607,1.6462508908901
0.8064975,1.0032389,328.0362,7.541779,289.9356,0.824473,1.31952522067026
1.3446479,0.9916351,347.5908,6.605237,707.2284,0.7983723,1.55493569284886
1.1881683,0.9948138,234.0097,4.046866,994.536,0.8789175,1.4962679196703
1.1099954,1.0041276,471.4427,8.841121,222.7126,0.921946,1.58197459006491
0.9482781,1.0090703,410.4543,4.497557,374.2533,0.789922,1.40700070853082
1.1238245,0.9953824,390.0371,5.523693,686.7013,0.8251743,1.5241597086092
0.6889226,0.9972559,271.5677,4.049693,241.4542,0.9113345,1.26658451456959
1.1740785,1.0001018,355.6874,8.433211,216.3028,0.9928284,1.58903330852273
0.7282178,1.0039641,368.1261,6.462882,680.9478,0.7803393,1.28309181757336
1.3925411,0.9901453,382.0029,5.955951,364.9753,0.764128,1.55227182475755
1.4019782,0.994699,308.4799,9.930423,915.937,0.8720014,1.6053765966949
1.4151661,0.9988369,545.6124,3.327033,721.5028,0.9978922,1.70128123194223
0.724515,0.9984832,445.0303,5.384833,525.0234,0.7977762,1.28968657237575
1.108538,0.9970012,429.7886,3.338762,265.6388,0.8797163,1.52559828783172
0.9930332,1.0058365,306.0928,6.42413,757.7503,0.8431824,1.4614428880299
1.0242925,0.9989958,404.2152,4.793929,223.6019,0.8845572,1.4876455370726
0.9890282,0.9967679,352.0142,3.348138,479.1791,0.8880108,1.46917428170213
0.9222706,0.9971539,423.8395,8.889927,385.8435,0.7182444,1.39149661811881
1.0376019,1.0060908,217.1109,8.920579,455.0871,0.8618532,1.42244277790064
0.5021912,0.9942085,370.1911,7.523845,803.8856,0.9646672,1.40629369390918
1.3858331,1.009344,260.5872,3.021845,557.6197,0.7819836,1.46191023679547
0.7404049,1.0076558,506.2313,4.533486,404.7162,0.8364646,1.33348979233374
0.8754764,0.9962236,546.6907,9.361808,319.6983,0.7741631,1.43400959070581
0.9641954,1.0049477,354.9135,6.812312,227.106,0.9262383,1.47779449845758
0.9549494,1.0040905,235.1233,6.672847,392.2901,0.759682,1.29368143161193
0.9309309,1.0020647,500.533,8.73371,357.7176,0.9075047,1.5294056679587
0.7992407,0.9978195,245.3788,5.909268,959.683,0.8787046,1.39586800819946
0.6549559,0.9905707,205.7779,7.268937,543.4659,0.887995,1.30005780181929
0.6431039,1.0031255,353.206,5.933149,764.5338,0.8864267,1.3439834495479
0.5343163,0.9941436,412.5852,7.769943,701.9548,0.9459444,1.38314449563232
0.7926131,0.9944148,436.2977,7.051019,573.5267,0.7531341,1.32420385296602
1.390419,1.0003288,241.046,7.221921,214.4162,0.7874207,1.45966871644415
0.9931159,0.9973252,246.7506,9.631655,542.521,0.7129239,1.33013790119705
0.6165912,1.0068152,333.4132,8.920816,576.7832,0.8658605,1.30947460168827
0.9561295,1.0003763,293.2898,4.696073,285.6624,0.9595115,1.47601481189916
1.3017853,1.0077236,540.8443,8.938103,977.2261,0.8694163,1.65988366013564
1.414059,0.9969369,280.2589,4.789473,360.9111,0.9538453,1.59782232414875
1.3764961,0.9947303,501.242,7.699858,545.4071,0.8977307,1.65737669709967
1.0854288,0.9960074,501.5198,3.513191,948.4275,0.9238377,1.61005986950726
0.9596362,0.9942774,475.3091,6.361785,664.3956,0.8284268,1.49905373879384
1.3341944,1.0075683,304.9225,4.18459,661.0014,0.7175969,1.46542580411232
1.3781479,1.0075777,488.5382,5.846404,999.7044,0.877161,1.65827387916511
0.8069609,0.9976575,512.5719,8.268037,481.7609,0.8171028,1.40977076562482
0.7401631,0.9900354,301.492,6.672514,881.0637,0.83288,1.33572401181893
1.3266402,0.995638,507.3199,3.365631,372.566,0.9836516,1.66958213082408
1.1305155,1.0080163,360.3133,4.685474,354.8195,0.8309572,1.49343252653466
0.9977645,1.0079989,499.4579,7.24504,679.4343,0.9784583,1.61999522770407
1.3870314,0.993396,215.0108,9.628573,534.3733,0.8577985,1.51392605908504
0.7428668,0.997485,526.8496,4.672464,645.4424,0.7019627,1.23914122702516
1.2386156,0.9902072,498.4171,5.40154,718.8421,0.978082,1.66364156639303
0.5068797,0.9902512,440.5548,3.711095,204.7557,0.7262304,0.981145186217181
1.2179035,0.9918667,438.8575,3.917253,428.7588,0.9295906,1.60653289101986
0.7060933,1.00069,530.4048,6.607799,226.8709,0.8113915,1.27660314657729
0.9673823,1.0046085,519.2894,7.680731,484.6762,0.9098664,1.56200437259763
0.8347197,1.0088262,317.4271,3.044807,853.5269,0.9907079,1.54531280464058
1.3205441,1.0011484,370.8822,4.559254,632.6338,0.7510755,1.52414977276566
1.2358291,0.9957901,470.1585,9.657898,946.6532,0.9299108,1.65121203480864
1.044687,0.9960205,250.8429,9.332634,770.9764,0.7523655,1.39509275615582
0.6490893,1.0091034,303.2669,3.736345,404.1509,0.9346075,1.33165145143258
0.8508246,1.0013837,254.6344,5.770246,862.5269,0.8574887,1.39048027564826
0.6845726,0.9984121,387.7629,4.183796,926.6682,0.9525545,1.45096072860588
1.0927251,0.9946334,465.0311,4.760364,398.9085,0.7076595,1.45901605093682
1.2164883,1.0060909,367.3682,3.117589,446.4945,0.9145998,1.57507604060813
1.0495474,0.997368,255.5267,4.94208,578.7652,0.7095493,1.30099146114857
1.0944637,0.9950608,427.465,4.408927,680.7423,0.9540161,1.60631456580876
0.8360033,0.9985558,432.246,3.654601,376.0618,0.8815679,1.40753315378675
0.8550657,0.9924965,498.1795,6.189815,240.5588,0.8361684,1.40467712300593
1.0691085,0.9975237,363.8254,3.905778,617.46,0.7072551,1.38569079519858
1.3859885,1.0059049,415.1778,3.879101,223.924,0.9006113,1.61359645203347
0.6943139,1.009594,451.9476,5.296465,273.1388,0.9744646,1.405033035766
1.4845294,0.9910396,438.1268,9.260085,607.3056,0.9608496,1.67950915272419
1.1195095,1.0071545,222.2763,3.243448,833.558,0.734872,1.30541295490172
1.1269368,1.0098737,361.1972,9.207458,214.6349,0.9699632,1.57032075165323
0.9338058,1.002546,258.97,7.349608,420.0904,0.8167239,1.36099162436482
0.6758993,0.9996257,313.9674,5.977865,428.8264,0.830597,1.24725453363188
0.8811409,1.0048638,439.8393,8.834908,293.1158,0.8117239,1.41941598535338
1.4038514,0.9997764,396.5613,4.47537,224.6298,0.8237543,1.57575646558397
1.2213551,0.9972333,545.5912,3.655239,227.643,0.8243198,1.57726500029089
1.1200733,0.9924923,254.7962,6.088019,729.0413,0.7894055,1.41806074780989
0.5127173,1.0000274,549.0864,7.816799,926.1604,0.9963534,1.45873011353344
0.6758842,1.0032815,417.0105,8.684639,453.2404,0.8146311,1.29215136469045
1.2368127,1.0002721,329.7793,5.462117,747.9151,0.9359252,1.60300216837069
1.0532705,1.003092,263.5975,6.708633,943.8937,0.7292532,1.37916162979942
0.7542259,0.9958231,453.8902,4.349359,668.5412,0.9587576,1.47994148557613
0.5158197,0.9976044,396.8581,6.368269,666.6821,0.8120381,1.21082667790542
0.6393215,0.9984047,245.9817,9.996893,909.2391,0.9849824,1.46331924418817
1.1545946,1.0044418,343.967,3.422167,631.5725,0.8912224,1.54210173035327
0.7220477,1.004328,390.3601,9.102624,444.1662,0.7403756,1.2578694250028
1.1584794,0.9967354,319.2831,4.042773,725.7921,0.912012,1.55373328024445
0.5968898,1.0027221,390.1716,5.489128,515.1859,0.8796975,1.28982940737677
0.6959282,0.9942416,251.206,3.396386,285.0001,0.7561686,1.05659024787734
1.2531569,0.9917837,263.1437,5.794168,899.0805,0.8740329,1.5340385802892
0.8455656,1.0085925,318.0137,5.426019,568.0606,0.7043073,1.24632605031785
1.1136506,1.0082079,418.7976,5.907028,813.4895,0.9345544,1.61149173361861
0.8210447,1.0081175,385.6326,9.386099,870.8763,0.7257768,1.35588106824371
1.2186185,0.9962589,434.0805,6.656357,803.0381,0.7681752,1.55419366245505
0.9935387,0.9929104,387.1086,9.752185,704.954,0.9613454,1.58157801787183
1.0428984,1.0013879,422.1002,4.234742,871.2535,0.9775178,1.62152931479682
1.164112,0.9934364,489.4788,5.638519,794.8371,0.7823034,1.5563455593195
0.8423599,1.0069246,489.1248,4.097247,890.4292,0.730298,1.3505027929581
0.7661213,0.9914406,296.461,8.558804,362.3151,0.9771921,1.43537701388676
1.4333352,1.0045001,518.2279,7.490006,599.6469,0.9518684,1.68842451881476
1.4313297,0.9946371,336.5424,5.569363,387.7707,0.903516,1.60325824074569
0.8961125,0.9939534,308.2235,8.702312,566.4651,0.9896034,1.53428605574326
1.3891877,0.9952484,267.2185,7.917539,260.7931,0.9366717,1.56966250889108
0.7007595,0.9931358,214.6329,6.591842,452.656,0.877341,1.28739817967339
0.7579299,0.9927849,289.8337,8.396433,206.7515,0.9462341,1.35484285271187
0.8352622,1.0025573,289.1675,6.974833,848.6123,0.7702478,1.32680146599898
1.1809972,0.9976106,391.48,3.526047,489.1657,0.8128351,1.50952349462949
1.2981879,0.9968762,441.0615,4.143863,562.0809,0.8198515,1.57789623378569
0.6427371,1.0028683,282.8442,4.341503,458.7936,0.8878966,1.27617669942483
1.1780286,1.0071511,384.7315,4.57019,669.2678,0.9748363,1.63163730989254
0.5527273,1.0074125,213.8621,7.264309,610.1641,0.7624301,1.13971490997392
0.5347735,1.0094307,540.3826,7.425952,512.5268,0.7838108,1.20370216177776
0.6457237,0.9915974,304.652,4.081456,590.8374,0.8837409,1.29034828256321
1.4703681,0.9960817,254.9935,5.027206,625.016,0.7055839,1.45323374201787
0.6748617,1.0023417,219.6493,9.91442,626.2599,0.8337068,1.28608929059736
1.2550579,1.000051,460.2028,7.622836,987.9849,0.7708463,1.5869683408635
0.9171018,1.008696,394.9316,8.978489,626.968,0.8398601,1.47525884370405
1.2260047,1.0034369,227.617,4.226364,342.3941,0.9997169,1.56270887037016
1.2711223,0.9928606,438.3528,7.894332,349.0575,0.731077,1.54671382017531
1.2040629,0.9964989,316.0446,3.286662,550.1973,0.7328568,1.41128329478123
1.4336269,0.9904105,392.6576,4.896984,870.7389,0.9316063,1.65195207259202
1.3135346,1.0076607,244.5919,9.078093,272.2875,0.9152991,1.53321660551502
0.8598333,1.0013571,284.3867,7.367506,421.6021,0.8501326,1.37006198427913
0.8150319,0.9993095,490.573,9.210663,605.6634,0.8541237,1.45199531057123
0.6658366,1.0054243,232.1401,4.91493,620.3608,0.8135746,1.20526503514255
1.4823142,1.0098294,461.4144,4.916646,281.0984,0.7722767,1.62321240431966
1.3914334,1.0093202,226.8498,6.652674,490.8477,0.9894136,1.60553266772267
0.7671998,0.9955044,392.4422,6.038432,710.962,0.9922873,1.51867582000419
0.8480832,0.9967937,327.8014,5.670908,954.2241,0.9200364,1.48795372016525
1.1777108,0.9933186,246.3571,9.93694,696.6165,0.8672187,1.5080121171728
1.0465617,0.9986565,290.3951,4.315669,672.0243,0.8703499,1.46774495088448
1.2129238,1.0027799,328.8606,7.388699,491.4782,0.7003347,1.45978273901842
0.6781624,0.9987774,535.856,3.340241,353.7124,0.8485109,1.27473166766001
1.4455912,1.0038917,329.6641,3.637569,956.1386,0.8834704,1.60835103376828
0.6176647,1.0092741,505.576,5.548001,201.6367,0.7092294,1.08857264087149
0.9080363,0.9999257,474.1331,8.464013,273.762,0.8474169,1.462449913303
0.5852179,0.9907551,339.7081,8.232669,656.8831,0.7997757,1.23148694448907
1.0583447,1.0000584,211.5034,6.20918,503.8173,0.7802121,1.33632368246472
1.2372604,1.0052715,354.0802,8.22835,760.9622,0.9653686,1.63630348510074
0.7962357,0.9926867,403.8237,4.249428,226.4438,0.7616563,1.22949643403836
0.7021128,0.9903445,317.1833,3.382977,229.836,0.8147431,1.15068757532876
0.504343,0.9900327,426.5014,7.984611,296.8491,0.9997517,1.37613448746542
1.3640548,1.0053883,488.1116,5.936433,545.1376,0.7736971,1.61208154850549
0.5977863,0.9995172,222.4585,8.482298,525.888,0.936924,1.34983903671946
0.6639369,1.0041405,523.8059,6.074518,225.9252,0.7144193,1.15266097950181
1.493606,0.9928102,397.0757,6.310207,812.0763,0.9970489,1.68955731483469
1.4527532,0.9919953,373.8898,6.70762,383.2818,0.9588452,1.64854690547901
1.4009108,0.9982482,482.0738,5.312897,282.8382,0.9404084,1.6592358583469
0.5561705,1.0052469,224.7393,9.611585,838.5367,0.7495588,1.17969698894522
0.9564328,1.0095065,311.0817,5.782567,306.173,0.9227819,1.46475271297579
0.6694541,0.9963032,405.2476,3.134156,492.4367,0.8288394,1.22902768603713
1.3445854,1.0002349,380.8164,6.338073,438.1662,0.7566867,1.54714054471128
0.8012922,1.001304,325.2892,7.072625,431.3247,0.8640489,1.36898031736964
1.0755251,0.9989182,459.0806,5.341933,522.4736,0.7804249,1.5030218070634
1.087901,0.9951253,411.879,6.208961,541.532,0.8556144,1.5363211604111
0.8555042,1.0026874,227.6124,6.78454,703.4132,0.9831516,1.5059549206051
1.2868607,0.9986517,299.783,3.48088,360.5193,0.7914503,1.4612882101021
1.0459602,0.9957164,362.5347,5.345815,335.7393,0.8620313,1.47906856158268
1.0035492,0.9961364,494.6934,5.946954,706.3816,0.8322472,1.52818197148669
0.7898361,0.9966179,243.5814,5.523022,645.8432,0.8567477,1.33192829284557
1.1504871,0.991274,371.9665,4.061928,862.0878,0.7881524,1.49191793829444
1.2974488,1.0094474,228.2855,3.909838,976.9804,0.7966314,1.4503114425718
1.3527851,0.9900516,432.4857,6.381127,859.2337,0.7096125,1.56225464602783
0.5833142,0.9938604,536.6517,4.165519,835.212,0.9311987,1.38397643252298
1.3132914,0.9961935,483.4454,7.11905,560.0225,0.7970963,1.60531820902423
0.8587102,1.0004488,349.8455,3.838948,407.7319,0.8812853,1.39579681125666
1.1874502,0.9926181,535.3403,4.528394,311.836,0.8035669,1.56283910768455
1.1214336,0.9998074,420.9066,7.753383,253.0024,0.7945714,1.51019002161231
1.298729,0.9960112,376.4858,4.965624,865.3023,0.8986117,1.61020781265825
1.3137702,1.0060066,326.3811,3.679068,872.9897,0.999888,1.66416489512387
0.5277092,1.0036867,318.7277,9.92195,805.4612,0.9756614,1.42398970146796
1.3619079,1.0097045,531.7673,9.852093,996.5573,0.7756345,1.64929659241559
0.9065536,1.0088558,409.348,6.279727,384.5009,0.8240627,1.42602762152535
0.6788317,0.9954054,517.7346,9.874027,411.0525,0.8095285,1.3121251123454
0.5624812,0.9917263,213.9094,8.618805,607.1572,0.8495409,1.2541495435712
1.0068438,0.9972075,225.7916,6.489187,848.6026,0.8025965,1.3814804672242
0.6115476,0.9943598,267.4452,6.554447,679.3558,0.7109354,1.10592185511527
0.767734,0.9911706,311.5076,4.825287,744.0157,0.9963109,1.51180581938961
1.1625876,0.9924246,298.5628,8.025958,382.5668,0.8133893,1.47229294734352
1.3304557,0.9994962,498.1557,7.614203,922.5249,0.9926014,1.69067680694565
1.4480827,1.0071789,378.7947,5.5542,760.9042,0.8294635,1.61070450203718
0.6533498,0.9947043,516.2359,6.901186,630.7062,0.921496,1.40055136965482
1.0222619,0.9902414,257.7692,5.799917,550.448,0.8419285,1.41163483178673
0.7878374,0.9953493,231.7179,9.692535,492.3029,0.8174922,1.305099872086
0.9890178,1.0045402,424.2526,6.797577,325.2421,0.8969385,1.51691897974423
1.4155753,0.995327,500.9965,5.237076,558.295,0.8606682,1.64819619056464
1.3796337,1.0068888,215.9949,7.342299,851.9542,0.9881064,1.62198403407151
0.5636504,1.0023801,208.035,4.505399,292.0618,0.9104808,1.2328737651486
1.0498803,0.9901573,327.552,9.313588,747.6589,0.8968635,1.53698841958812
1.1281408,0.9963169,484.36,7.281811,593.3181,0.9262757,1.61462216628428
1.2652124,0.9935944,509.4213,4.167902,700.0723,0.9181477,1.64056793048017
0.9747452,0.9974652,239.9379,7.588377,821.2209,0.8222849,1.40669758387942
1.3339212,1.0059846,243.5298,3.624206,799.8662,0.9042147,1.54948433287141
0.6059822,0.991456,315.8202,5.475318,352.13,0.7722829,1.12382267574013
1.2935918,1.0053077,450.1782,8.365095,944.3227,0.917669,1.6534338853976
0.65625,0.990899,267.0066,3.036557,970.0775,0.8076301,1.19165003663821
0.869194,1.0063838,226.7686,7.401263,581.6716,0.8642927,1.3788103858292
0.8378204,0.9964955,258.3639,6.836551,300.3805,0.8596124,1.32585187518174
0.7612759,1.0061161,504.6519,7.42003,646.246,0.7580974,1.34035264402236
1.3840646,0.9939154,319.8743,9.317032,220.7025,0.839618,1.55435848892098
0.9423926,1.0022334,412.2815,8.83398,476.4344,0.727564,1.41286623898899
1.0898335,1.0024664,401.7904,6.033761,814.7122,0.9535848,1.6112883381857
0.8983441,1.0075677,529.7065,8.420915,833.8689,0.9123235,1.56094788664865
0.6279338,0.994402,445.5352,6.561873,840.1148,0.8976307,1.3732817980263
0.6320791,0.9921151,257.0915,8.995898,579.5965,0.9418728,1.37795610989574
1.267749,1.0062429,500.0102,7.310212,560.4181,0.8950195,1.6391034123431
0.7433708,1.0005931,329.5279,7.071294,755.1321,0.8457785,1.35615802588217
1.2546968,0.9949398,229.9465,6.581353,502.4923,0.9850337,1.57566724166149
0.647987,1.005763,430.3408,3.593859,838.6944,0.9357348,1.40755501250154
0.9430555,1.0071884,282.2522,9.828382,686.9595,0.9597801,1.53383428850357
1.2564501,0.9964878,347.9799,6.750281,211.3432,0.9685555,1.59107452407348
0.8477162,0.9917411,434.7408,6.172563,760.0893,0.8150949,1.41637902469553
0.8626459,0.9929222,313.7629,7.010845,389.4074,0.9375526,1.45116306503378
1.4313038,1.008625,351.4937,7.00469,256.9776,0.9630713,1.63716270110717
1.3559306,0.9923912,518.6775,3.801039,605.5014,0.8775189,1.64029894575494
0.685331,0.9989192,216.4831,5.364247,603.0072,0.7290796,1.1086789081659
1.320901,1.0027409,434.4214,4.822534,502.1276,0.9693287,1.6564647848952
0.8677499,0.9979321,250.2814,8.561094,604.8387,0.9459426,1.47171392957709
0.8746659,1.0057766,449.7294,5.594406,827.5934,0.8827174,1.49760602074255
1.0379059,1.0077233,456.5925,9.818608,382.1109,0.8837502,1.55764013481193
1.0394712,1.0025382,256.5472,7.268366,467.2845,0.7505978,1.35748638722864
0.6514458,1.0005482,399.0656,8.552096,549.7078,0.8128139,1.28187741304073
1.011302,1.007825,500.8238,4.624225,536.0748,0.7659185,1.48114557279666
0.6653149,1.0034264,294.7652,8.139921,618.1916,0.7745799,1.22953135292999
1.0653916,0.9987437,469.2543,6.994777,770.9869,0.828523,1.55137257939577
0.9423009,1.0024407,461.2828,6.053976,363.8753,0.7250501,1.4001142856872
1.2340409,1.0044959,513.4372,3.271821,222.2352,0.9302562,1.61966174149629
1.431291,1.0020425,228.8451,9.143794,217.5207,0.7823524,1.46990588883513
1.1013573,1.0016791,490.1236,6.856768,995.0526,0.8571338,1.59196811397257
0.5069155,1.0053488,511.2796,4.837763,377.8951,0.7530325,1.09599484842589
1.4866999,0.9930205,452.9674,5.195409,716.6547,0.7931107,1.62746665532454
0.7022086,1.0051877,547.7684,4.780048,622.8476,0.7055729,1.21405126101227
0.9684438,1.0033923,352.7538,8.338813,990.8531,0.8942896,1.53616337341805
1.3285061,0.9929921,219.9829,8.466277,218.5009,0.9425585,1.51422983695764
0.8055768,1.003088,385.6127,7.780751,621.9838,0.7465292,1.32502088054287
1.3319876,0.9976152,266.0866,8.149965,623.7516,0.7453282,1.48024218105746
1.2595006,1.0088023,544.4739,5.386862,823.3253,0.9117813,1.65623226766476
0.6583217,1.0024575,414.3769,3.642692,288.5842,0.9449851,1.34222981166779
0.6474234,0.9983524,538.9459,6.790565,700.487,0.8264556,1.31639218249087
1.1865147,0.9917653,263.3324,5.039154,369.9063,0.7798259,1.40137755474945
1.3288094,1.0037252,259.825,3.608432,554.1152,0.8696858,1.51613103085218
1.1083881,0.9955465,535.6224,7.66434,877.182,0.7655574,1.56129545599976
1.1448583,1.0044946,548.7495,8.22824,605.5325,0.9785789,1.65733490293523
0.5678669,1.0086736,515.0693,6.46219,938.0485,0.8758276,1.33816664870691
0.7194277,1.0049097,367.0236,7.462507,736.936,0.7762257,1.29038351186888
1.1775314,1.0051986,217.5516,8.191582,871.5607,0.8392524,1.47533723104592
0.882462,1.0040396,310.1099,8.901343,930.7229,0.8807654,1.4763951072116
1.3755154,1.0019918,283.8901,6.248436,589.9445,0.8964461,1.57922189001914
1.0404481,0.9919456,330.7275,7.358555,723.847,0.7577606,1.43162409623278
0.6260865,1.0013739,401.3908,8.072142,914.4456,0.9061958,1.39156517414066
1.3628436,1.0095971,433.7911,9.293142,299.3068,0.8356449,1.61727198418117
0.7453911,1.0051911,407.8719,8.640839,657.0877,0.8291311,1.36965060967863
0.7370922,0.995309,480.8111,7.371769,870.4016,0.942868,1.4862586042439
1.4643298,1.0046686,548.3284,4.481101,960.7025,0.7018279,1.63851866421308
1.2716867,1.0018219,331.8407,6.916778,868.8892,0.9918835,1.65357100165303
1.3567545,0.9989729,231.8153,6.669266,893.0635,0.8082808,1.49723893684982
0.6302582,0.994059,501.6915,7.720135,948.5526,0.7159611,1.22324245592646
1.2236611,1.0007237,499.8707,4.92903,818.2012,0.9428262,1.65076389816132
0.8356052,0.9972703,496.7343,8.419279,718.7703,0.9558325,1.54202877315262
0.9740247,1.0059571,226.2325,8.207982,562.1336,0.926471,1.47245895223593
1.4706081,0.9985186,209.0214,4.471905,528.3926,0.8781721,1.51425917599319
0.803926,0.9939032,467.7271,5.970399,671.4223,0.864393,1.4316959526451
1.4778579,1.000737,279.5244,5.925596,257.8406,0.8513104,1.54683721200426
1.2378423,1.0055804,348.9447,8.143832,689.0983,0.7414799,1.51788206283353
0.6336348,0.9945965,325.2783,8.985745,616.9112,0.9322321,1.38396041861194
0.9821512,0.992079,435.1706,3.439367,410.1158,0.7439554,1.38415619682947
1.2761774,0.9917718,243.5907,7.393918,750.1853,0.8808784,1.53117856866103
0.8519738,0.9943313,214.7469,9.602615,279.4383,0.8368673,1.30191926018473
1.1311137,1.007293,275.6227,6.20642,602.5559,0.7523696,1.41293451504127
1.1764196,1.002643,524.7469,3.56307,826.474,0.9029385,1.62256210794616
1.3905196,0.9921886,226.9069,7.177398,695.5844,0.9430823,1.58244300503806
1.3620316,1.0079343,243.7664,4.706612,408.4586,0.9042826,1.53699393833891
0.8533384,1.0093313,547.37,5.478466,951.573,0.8268812,1.475590514438
0.5099056,0.9982228,283.2516,7.579901,695.7688,0.9469634,1.37230330612999
1.3643079,1.0052011,242.9829,3.783183,639.03,0.8441754,1.49877545552365
0.5103506,0.9983398,367.7519,5.091619,530.2529,0.7367917,1.07995144934936
1.4781047,1.0082754,274.0522,8.020636,678.4413,0.8612325,1.58698314198597
0.8115067,1.0047818,390.8316,7.331966,778.5959,0.728978,1.32495786398003
1.4634831,0.9997778,272.6156,6.071441,774.5771,0.8324271,1.55778942267999
1.1979851,1.0063936,363.1132,3.57946,574.4123,0.8999884,1.56883747767822
0.6297275,0.9971123,292.4566,9.184409,871.6666,0.9076472,1.37950305115381
0.7286314,0.9939713,244.5169,4.637236,348.7647,0.7678897,1.13665910904572
1.0715289,0.9929339,268.7675,7.253031,784.3993,0.7029831,1.36387273909474
1.4491459,0.9968409,403.7299,3.064882,763.0057,0.8967672,1.6335417650944
0.8581193,0.9985971,506.6429,4.988482,534.376,0.7842042,1.39832930413937
1.1057192,0.9917991,337.2582,6.801654,947.2007,0.9760084,1.61603263884408
0.8339837,1.0073273,543.9072,6.028768,364.8289,0.8153356,1.41303986298069
0.6553943,0.9973298,394.9761,3.702803,646.5004,0.8174611,1.23317315319634
1.3315635,0.994894,318.1093,4.235501,626.1538,0.8563999,1.55102307624369
1.0923413,1.0073675,285.5736,6.950515,235.0161,0.754876,1.38143986348769
1.2649013,0.9966662,384.7174,9.347482,474.3474,0.7778823,1.5528647776931
1.0575109,0.9995098,492.641,5.49872,737.6337,0.9489842,1.61541089288814
0.6617565,1.0005861,500.3991,7.062841,802.0385,0.9333793,1.43341675901503
0.6587977,0.9943898,457.585,8.739505,507.2506,0.9437996,1.40834740488789
0.6467851,1.0024002,249.0089,5.910022,592.7939,0.8114833,1.21292801269788
1.1511997,1.0052139,420.6303,4.716178,268.2199,0.8004641,1.50757187225608
1.2517023,1.0083367,375.5186,6.90572,842.2408,0.7057924,1.51799598206532
1.4754444,1.0004397,352.2748,6.390855,572.2336,0.9614849,1.65719480132673
1.468175,0.9901851,336.1479,5.746354,679.3765,0.9403579,1.63956337828729
0.9525455,1.0036224,524.136,7.952214,851.5935,0.8551709,1.54820513094783
1.2066818,1.0082261,345.283,8.339059,365.3735,0.9190666,1.57897046111232
0.818521,1.0019751,336.2089,3.997313,792.0259,0.9001239,1.43297567114114
0.5460992,1.0049827,394.9244,7.299328,264.4498,0.8374493,1.19890690086622
